tier	gwas studies	PGS id	name	other names	GWAS tags	source	note
D	1	ACS_b	Amsterdam Cohort Studies on HIV infection and AIDS		ACS_b	PGS + GWAS	
D	1	ADAGES	African Descent and Glaucoma Evaluation Study		ADAGES	PGS + GWAS	
D	1	ADMIRAL	Admixture and Risk of Acute Leukemia		ADMIRAL	PGS + GWAS	
D	1	AFOS	Amish Family Osteoporosis Study		AFOS	PGS + GWAS	
D	1	AGEN	Asian Genetic Epidemiology Network		AGEN	PGS + GWAS	
D	1	ALIVE	AIDS Linked to the IntraVenous Experience		ALIVE	PGS + GWAS	
D	1	AMFS	Australian Melanoma Family Study		AMFS	PGS + GWAS	
D	1	ANGST	Anxiety NeuroGenetics STudy		ANGST	PGS + GWAS	
D	1	AOGC	Anglo-Australasian Osteoporosis Genetics Consortium		AOGC	PGS + GWAS	
D	1	APRICOT	Anakinra for Pustular Psoriasis: Response in a Controlled Trial		APRICOT	PGS + GWAS	
D	1	ARCADIA	Assessment of Renal and Cervical Artery DysplasIA		ARCADIA	PGS + GWAS	
D	1	ASCOT	Anglo-Scandinavian Cardiac Outcomes Trial		ASCOT	PGS + GWAS	
D	1	Ash-Jewish	The Ashkenazi Jewish Dataset		Ash-Jewish	PGS + GWAS	
D	1	ASSESS-AKI	Assessment, Serial Evaluation, and Subsequent Sequelae of AKI Study		ASSESS-AKI	PGS + GWAS	
D	1	AugUR	Age-related diseases: Understanding Genetic and non-genetic influences - a study at the University of Regensburg		AugUR	PGS + GWAS	
D	1	BAMBUI	Bambui (Brazil) Cohort Study of Ageing		BAMBUI	PGS + GWAS	
D	1	BASE	The Berlin Aging Study		BASE	PGS + GWAS	
D	1	BASIC	The Biology, Affect, Stress, Imaging and Cognition Study		BASIC	PGS + GWAS	
D	1	BBCS_c	Baltimore Breast Cancer Study		BBCS_c	PGS + GWAS	
D	1	BDES	Beaver Dam Eye Study		BDES	PGS + GWAS	
D	1	BGS	Breakthrough Generations Study		BGS	PGS + GWAS	
D	1	BioImage	BioImage Study: A Clinical Study of Burden of Atherosclerotic Disease in an At-Risk Population		BioImage	PGS + GWAS	
D	1	BNCS	Barbados National Cancer Study		BNCS	PGS + GWAS	
D	1	BRASS	Brigham Rheumatoid Arthritis Sequential Study		BRASS	PGS + GWAS	
D	1	Broad CVDi	Broad Institute's Cardiovascular Disease Initiative Study		Broad CVDi	PGS + GWAS	
D	1	BSSH-GODD	British Society for Surgery of the Hand Genetics of Dupuytren's Disease study		BSSH-GODD	PGS + GWAS	
D	1	CAMOS	Canadian Multicentre Osteoporosis Study		CAMOS	PGS + GWAS	
D	1	CamPaIGN	Cambridgeshire Parkinson's Incidence from GP to Neurologist		CamPaIGN	PGS + GWAS	
D	1	CANADA	CANADA		CANADA	PGS + GWAS	
D	1	canSCAD	Canadian spontaneous coronary artery dissection study		canSCAD	PGS + GWAS	
D	1	CCHS	Copenhagen City Heart Study		CCHS	PGS + GWAS	
D	1	CCPS	Chicago Cancer Prone Study		CCPS	PGS + GWAS	
D	1	C-data	Comprehensive Sickle Cell Centers Collaborative Data project		C-data	PGS + GWAS	
D	1	CGC	Cardiovascular Genome Centre		CGC	PGS + GWAS	
D	1	CGEMS	National Cancer Institute Cancer Genetic Markers of Susceptibility		CGEMS	PGS + GWAS	
D	1	CGS	Canadian Cystic fibrosis Gene Modifier Study		CGS	PGS + GWAS	
D	1	CHAVI	Center for HIV/AIDS Vaccine Immunology		CHAVI	PGS + GWAS	
D	1	CKC	Chinese Keratoconus Cohort Study		CKC	PGS + GWAS	
D	1	CKiD	Chronic Kidney Disease in Children		CKiD	PGS + GWAS	
D	1	CMERC-HI	Cardiovascular and Metabolic Disease Etiology Research Center-High Risk		CMERC-HI	PGS + GWAS	
D	1	CNP	UCLA Consortium for Neuropsychiatric Phenomics		CNP	PGS + GWAS	
D	1	CODA	COPD in dusty areas		CODA	PGS + GWAS	
D	1	COLT	Cohort in Lung Transplantation		COLT	PGS + GWAS	
D	1	CSSCD	Cooperative Study of Sickle Cell Disease		CSSCD	PGS + GWAS	
D	1	DaHS	Dallas Heart Study		DaHS	PGS + GWAS	
D	1	DaTeCa	Danish Testicular Cancer cohort		DaTeCa	PGS + GWAS	
D	1	DCHS	Drakenstein Child Health Study		DCHS	PGS + GWAS	
D	1	Dental SCORE	Dental Strategies Concentrating on Risk Evaluation		Dental SCORE	PGS + GWAS	
D	1	DGDG	Diabetes Gene Discovery Group		DGDG	PGS + GWAS	
D	1	DIAMOND	Diabetes Multi-omic Investigation of Drug Response		DIAMOND	PGS + GWAS	
D	1	DNHS	The Detroit Neighborhood Health Study		DNHS	PGS + GWAS	
D	1	ECAC	Endometrial Cancer Association Consortium		ECAC	PGS + GWAS	
D	1	ECHA	European Challenge for Healthy Aging		ECHA	PGS + GWAS	
D	1	EDC	Pittsburgh Epidemiology of Diabetes Complications Study		EDC	PGS + GWAS	
D	1	Edinburgh	University of Edinburgh		Edinburgh	PGS + GWAS	
D	1	EGLE	Early Genetics and Lifecourse Epidemiology		EGLE	PGS + GWAS	
D	1	ELSA-Brasil	Estudo Longitudinal de Saude do Adulto cohort		ELSA-Brasil	PGS + GWAS	
D	1	EMBLEM	Epidemiology of Burkitt Lymphoma in East African Children and Minors		EMBLEM	PGS + GWAS	
D	1	EMC	Erasmus Medical Center		EMC	PGS + GWAS	
D	1	Essen-Heidelberg	Essen-Heidelberg		Essen-Heidelberg	PGS + GWAS	
D	1	FARIVE	Etude des Facteurs de Risque de thrombose Veineuse		FARIVE	PGS + GWAS	
D	1	FEIRI	FMD European/International Registry and Initiative		FEIRI	PGS + GWAS	
D	1	FinDonor	FinDonor 10 000 study		FinDonor	PGS + GWAS	
D	1	FinHealth	National FinHealth 2017 Study		FinHealth	PGS + GWAS	
D	1	FinnTwin12	The Younger Finnish Twin Cohort		FinnTwin12	PGS + GWAS	
D	1	FITSA	Finnish Twin Study on Aging		FITSA	PGS + GWAS	
D	1	FOCI	Follow-up of Ovarian Cancer Genetic Association and Interaction Studies		FOCI	PGS + GWAS	
D	1	FOR2107	The FOR2107 consortium		FOR2107	PGS + GWAS	
D	1	FrGMC	French Cystic fibrosis Gene Modifier study		FrGMC	PGS + GWAS	
D	1	GABC	Genes and Blood Clotting Study		GABC	PGS + GWAS	
D	1	GABRIELA	GABRIEL (a multidisciplinary study to identify the genetic and environmental causes of asthma in the European Community) Advanced studies		GABRIELA	PGS + GWAS	
D	1	GAPC	Genetic Analysis of Psoriasis Consortium		GAPC	PGS + GWAS	
D	1	GBHS	Ghana Breast Health Study		GBHS	PGS + GWAS	
D	1	GD	German Dupuytren study		GD	PGS + GWAS	
D	1	GenomALC	Genetics of alcoholic liver cirrhosis consortium		GenomALC	PGS + GWAS	
D	1	GenoMEL	GenoMEL		GenoMEL	PGS + GWAS	
D	1	GEN-SEP	Genetics of Sepsis-induced ARDS Network		GEN-SEP	PGS + GWAS	
D	1	GEOS	Genetics of Early Onset Stroke		GEOS	PGS + GWAS	
D	1	GESGA	German Study of the Genetics of Alcoholism		GESGA	PGS + GWAS	
D	1	GGP	Genes for Good Project		GGP; Genes for Good Project	PGS + GWAS	
D	1	Ghana	Ghana		Ghana	PGS + GWAS	
D	1	Ghana_Prostate	Ghana Prostate	Ghana Prostate	Ghana_Prostate	PGS + GWAS	
D	1	GO	Genetics of Osteoarthritis Consortium		GO	PGS + GWAS	
D	1	GO-CAT	Genetics of Childhood Cancer Treatment		GO-CAT	PGS + GWAS	
D	1	GODDAF	Genetic Origin of Dupuytren Disease study		GODDAF	PGS + GWAS	
D	1	GOI	Genetics of Impulsivity project		GOI	PGS + GWAS	
D	1	GOLDR	Genetics of Latinos Diabetic Retinopathy		GOLDR	PGS + GWAS	
D	1	GP2	Global Parkinson's Genetics Program		GP2	PGS + GWAS	
D	1	GRAAD	Genomic Research on Asthma in the African Diaspora		GRAAD	PGS + GWAS	
D	1	GRADS	Genomic Research in Alpha-1 Antitrypsin Deficiency and Sarcoidosis study		GRADS	PGS + GWAS	
D	1	GRIV	Genomics of Resistance to Immunodeficiency Virus		GRIV	PGS + GWAS	
D	1	GTES	Guangzhou Twin Eye Study		GTES	PGS + GWAS	
D	1	Guangzhou	Asian Consortium, Colorectal Cancer Guangzhou		Guangzhou	PGS + GWAS	
D	1	HGDS	Hemophilia Growth and Development Study		HGDS	PGS + GWAS	
D	1	HHS	The Hordaland Health Study	HUSK	HHS	PGS + GWAS	
D	1	HKCES	Hong Kong Children Eye Study		HKCES	PGS + GWAS	
D	1	HKDB	Hong Kong Diabetes Biobank		HKDB	PGS + GWAS	
D	1	HOPE_Zhejiang	Healthy Zhejiang One Million People Cohort	HOPE	HOPE_Zhejiang	PGS + GWAS	
D	1	H-PEACE	the Health and Prevention Enhancement cohort		H-PEACE	PGS + GWAS	
D	1	INCIPE	INCIPE (NE Italy CKD and Nephropathy Study)	Initiative on Nephropathy, of relevance to public health, which is Chronic, possibly in its Initial stages, and carries a Potential risk of major clinical Endpoints	INCIPE	PGS + GWAS	
D	1	ISP	International Stuttering Project		ISP	PGS + GWAS	
D	1	ITH	INTERHEART Study		ITH	PGS + GWAS	
D	1	ITHGC	International Tuberculosis Host Genetics Consortium		ITHGC	PGS + GWAS	
D	1	IUPUI	Indiana University-Purdue University Indianapolis		IUPUI	PGS + GWAS	
D	1	IWPC	International Warfarin Pharmacogenetics Consortium		IWPC	PGS + GWAS	
D	1	JHU	Johns Hopkins University		JHU	PGS + GWAS	
D	1	KARBAC	Karolinska Breast Cancer Study		KARBAC	PGS + GWAS	
D	1	Korea-NCC	Korean-National Cancer Center Study		Korea-NCC	PGS + GWAS	
D	1	KPGP	Korean Psychiatric GWAS Project		KPGP	PGS + GWAS	
D	1	LAMP	Low Concentration Atropine for Myopia Progression Study		LAMP	PGS + GWAS	
D	1	Leipzig	Leipzig Childhood Obesity cohort		Leipzig	PGS + GWAS	
D	1	LORD	Lung Oncology Research and Discovery		LORD	PGS + GWAS	
D	1	MACS	Multicenter AIDS Cohort Study		MACS	PGS + GWAS	
D	1	Man_LHC	Manchester Lung Health Check		Man_LHC	PGS + GWAS	
D	1	MAYO_VDB	MAYO_VDB		MAYO-VDB; Mayo-VDB	PGS + GWAS	
D	1	MAYO-VDB	Vascular Diseases Biorepository - Mayo Clinic		MAYO-VDB; Mayo-VDB	PGS + GWAS	
D	1	MCH_montreal	Montreal Children's Hospital		Montreal Children's Hospital	PGS + GWAS	
D	1	MCRCB	Manchester Cancer Research Centre Biobank		MCRCB	PGS + GWAS	
D	1	MELARISK	MELARISK		MELARISK	PGS + GWAS	
D	1	MHCS	Multicenter Hemophilia Cohort Studies		MHCS	PGS + GWAS	
D	1	MRC	UK Medical Research Council		MRC	PGS + GWAS	
D	1	MSKCC	Memorial Sloan Kettering Cancer Center		MSKCC	PGS + GWAS	
D	1	MxGDAR	Mexican Genomic Database for Addiction Research	ENCODAT	MxGDAR	PGS + GWAS	
D	1	NAG-Fin	Finnish Nicotine Addiction Genetics Project		NAG-FIN	PGS + GWAS	
D	1	NBBS	National Blood Bank Service		NBBS	PGS + GWAS	
D	1	NEI	National Eye Institute		NEI	PGS + GWAS	
D	1	NESCOG	Netherlands Study of Cognition		NESCOG	PGS + GWAS	
D	1	NFS-ORPS/Cambridge	UK Nephropathy Family Study and Oxford Regional Prospective Study		NFS-ORPS/Cambridge	PGS + GWAS	
D	1	NigBCS	Nigerian Breast Cancer Study		NigBCS	PGS + GWAS	
D	1	NJR	National Joint Registry		NJR	PGS + GWAS	
D	1	NKI	Netherlands Cancer Institute		NKI	PGS + GWAS	
D	1	NPF	National Psoriasis Foundation		NPF	PGS + GWAS	
D	1	NSPT	National Survey of Physical Traits		NSPT	PGS + GWAS	
D	1	NYG_ALS	The New York Genome Center's ALS Consortium		NYG_ALS	PGS + GWAS	
D	1	NZ	NZ AAA Genetics Study		NZ	PGS + GWAS	
D	1	PanC4	The Pancreatic Cancer Case-Control Consortium		PanC4	PGS + GWAS	
D	1	Penn	Penn		Penn	PGS + GWAS	
D	1	PGB	CReATe Consortium's Phenotype-Genotype-Biomarker study		PGB	PGS + GWAS	
D	1	PLATO	PLATO trial		PLATO	PGS + GWAS	
D	1	PLUM	Pustular Psoriasis, Elucidating Underlying Mechanisms		PLUM	PGS + GWAS	
D	1	POAAGG	Primary Open-Angle African American Glaucoma Genetics Study		POAAGG	PGS + GWAS	
D	1	Project_MinE_ALS	Project MinE ALS sequencing consortium		Project_MinE_ALS	PGS + GWAS	
D	1	PUSH	Pulmonary Hypertension and the Hypoxic Response in Sickle Cell Disease		PUSH	PGS + GWAS	
D	1	QFP	Quebec founder population		Quebec Founder Population	PGS + GWAS	
D	1	QSBB	Queen Square Brain Bank		QSBB	PGS + GWAS	
D	1	QUEBEC-CAVS	Calcific Aortic Valve Stenosis in Quebec		QUEBEC-CAVS	PGS + GWAS	
D	1	REDS-III	NHLBI Recipient Epidemiology Donor Evaluation Study		REDS-III	PGS + GWAS	
D	1	REHS	Raine Eye Health Study		REHS	PGS + GWAS	
D	1	RVGBC	Racial Variability in Genotypic Determinants of Breast Cancer Risk Study		RVGBC	PGS + GWAS	
D	1	Samoan	Samoan Adiposity Study		Samoan	PGS + GWAS	
D	1	SANFORD	Sanford Health		SANFORD	PGS + GWAS	
D	1	SCAALA	Social Changes, Asthma, and Allergy in Latin America cohort		SCAALA	PGS + GWAS	
D	1	SepNet	German Sepsis Competence Network		SepNet	PGS + GWAS	
D	1	SFCCC	San Francisco City Clinic Cohort		SFCCC	PGS + GWAS	
D	1	SIGNET	Sea Islands Genetics Network		SIGNET	PGS + GWAS	
D	1	SIT	Silent Cerebral Infarct Multi-Center Clinical Trial		SIT	PGS + GWAS	
D	1	SKIPOGH	Swiss Kidney Project on Genes in Hypertension		SKIPOGH	PGS + GWAS	
D	1	SLOVENIA	the SLOVENIA study		SLOVENIA	PGS + GWAS	
D	1	SLS	Santiago Longitudinal Study		SLS	PGS + GWAS	
D	1	SMWHS	Shanghai Mens and Shanghai Womens Health Studies		SMWHS	PGS + GWAS	
D	1	SNMB	Swedish National Myeloma Biobank		SNMB	PGS + GWAS	
D	1	SNUHDS	Seoul National University Hospital Diabetes Study		SNUHDS	PGS + GWAS	
D	1	SOLYouth	SOL Youth	Study of Latino Youth Study	SOLYouth	PGS + GWAS	
D	1	SPHFC	SPHFC		SPHFC	PGS + GWAS	
D	1	S-PRESTO	Singapore Preconception Study of Long-Term Maternal and Child Outcomes		S-PRESTO	PGS + GWAS	
D	1	SPSS	Swiss Pediatric Sepsis Study		SPSS	PGS + GWAS	
D	1	StAR2	Study of ALS Reversals 2		StAR2	PGS + GWAS	
D	1	Steno	Steno Diabetes Center Study		Steno	PGS + GWAS	
D	1	STEP	Systematic Treatment Enhancement Program for Bipolar Disorder		STEP	PGS + GWAS	
D	1	STRRIDE	Studies of a Targeted Risk Reduction Intervention through Defined Exercise		STRRIDE	PGS + GWAS	
D	1	SUCCESSA	SUCCESS-A study		SUCCESSA	PGS + GWAS	
D	1	SUPER-RCC-Nx	Seoul National University Prospectively Enrolled Registry for RCC-Nephrectomy		SUPER-RCC-Nx	PGS + GWAS	
D	1	TABS	Triple A Barcelona Study		TABS	PGS + GWAS	
D	1	TAGC	Trans-National Asthma Genetic Consortium		TAGC	PGS + GWAS	
D	1	"The ""European NAFLD Registry"" Metacohort"	The European NAFLD Registry-Metacohort		"The ""European NAFLD Registry"" Metacohort"	PGS + GWAS	
D	1	THRV	Taiwan Study of Hypertension using Rare Variants		THRV	PGS + GWAS	
D	1	TMIG_BBAR	Brain Bank for Aging Research, Tokyo Metropolitan Institute for Geriatrics and Gerontology		TMIG_BBAR	PGS + GWAS	
D	1	TOB	Tasmanian Ophthalmic Biobank		TOB	PGS + GWAS	
D	1	TOPMed	Trans-Omics for Precision Medicine Program		TOPMed	PGS + GWAS	
D	1	TRANSCRibE	TRanscriptomic ANalySis of left ventriCulaR gene Expression		TRANSCRibE	PGS + GWAS	
D	1	Trondheim_PD	Trondheim Parkinson's disease study		Trondheim_PD	PGS + GWAS	
D	1	TWSC	Taiwan Super Control Study		TWSC	PGS + GWAS	
D	1	TZL	The Taizhou Longitudinal Study		TZL	PGS + GWAS	
D	1	UFO	Umeå Fracture and Osteoporosis (UFO) study		UFO	PGS + GWAS	
D	1	UKAGS	UK Aneurysm Growth Study		UKAGS	PGS + GWAS	
D	1	UNC	University of North Carolina		UNC	PGS + GWAS	
D	1	UoPMC	University of Pittsburgh Medical Center		UoPMC	PGS + GWAS	
D	1	UPCH	Danish T2D case-control study		UPCH	PGS + GWAS	
D	1	USNIHFAREE	US NIH CoFAR EoE cohort		USNIHFAREE	PGS + GWAS	
D	1	Vanderbilt_OM	Vanderbilt Online Musicality Study		Vanderbilt_OM	PGS + GWAS	
D	1	VFA	Viva La Familia		VFA	PGS + GWAS	
D	1	WAMHS	Western Australian Melanoma Health Study		WAMHS	PGS + GWAS	
D	1	War-PATH	Warfarin Anticoagulation in Patients in sub-Saharan Africa		War-PATH	PGS + GWAS	
D	1	WECARE	Women's Environmental Cancer and Radiation Epidemiology Study		WECARE	PGS + GWAS	
D	1	WEH	Wills Eye Hospital		WEH	PGS + GWAS	
D	1	WOBASZ	WOBASZ study		WOBASZ	PGS + GWAS	
D	1		HIS		HIS	GWAS only	
D	1		US controls		US controls	GWAS only	
D	1		German sCJD cases		German sCJD cases	GWAS only	
D	1		Multiethnic samples from the UK		Multiethnic samples from the UK	GWAS only	
D	1		US		US	GWAS only	
D	1		UK		UK	GWAS only	
D	1		UK sCJD cases		UK sCJD cases	GWAS only	
D	1		Dutch controls		Dutch controls	GWAS only	
D	1		US sCJD cases		US sCJD cases	GWAS only	
D	1		GHS-II		GHS-II	GWAS only	
D	1		Oxford Regional Prospective Study of Childhood Diabetes (ORPS)		Oxford Regional Prospective Study of Childhood Diabetes (ORPS)	GWAS only (candidate COHO:0000234 CHILD Cohort Study)	
D	1		MD		MD	GWAS only	
D	1		SUNLIGHT		SUNLIGHT	GWAS only	
D	1		ICC		ICC	GWAS only	
D	1		EPIC-Norfolk cohort		EPIC-Norfolk cohort	GWAS only (candidate COHO:0000065 European Prospective Investigation into Cancer; COHO:0000066 European Prospective Investigation of Cancer-Norfolk)	
D	1		BLS		BLS	GWAS only	
D	1		COHRA1		COHRA1	GWAS only	
D	1		Japan		Japan	GWAS only	
D	1		SHIP_Shikamachi		SHIP_Shikamachi	GWAS only (candidate COHO:0000202 Study of Health in Pomerania)	
D	1		BRAVE_study		BRAVE_study	GWAS only	
D	1		Sardinia case-control		Sardinia case-control	GWAS only (candidate COHO:0000151 SardiNIA Study of Aging)	
D	1		MSH_CSA		MSH_CSA	GWAS only	
D	1		British 1958 birth cohort		British 1958 birth cohort	GWAS only (candidate COHO:0000207 1958 British Birth Cohort)	
D	1		National blood service		National blood service	GWAS only (candidate COHO:0000347 UK Blood Service Control Group)	
D	1		DEFINE		DEFINE	GWAS only	
D	1		WTCCC - Bipolar disease cases		WTCCC - Bipolar disease cases	GWAS only (candidate COHO:0000182 Wellcome Trust Case Control Consortium)	
D	1		GAINT		GAINT	GWAS only	
D	1		French controls		French controls	GWAS only	
D	1		COHRA2		COHRA2	GWAS only	
D	1		UK controls		UK controls	GWAS only	
D	1		EPICURO		EPICURO	GWAS only (candidate COHO:0000065 European Prospective Investigation into Cancer)	
D	1		Spanish controls		Spanish controls	GWAS only	
D	1		GAIT2		GAIT2	GWAS only	
D	1		BREATHE		BREATHE	GWAS only	
D	1		DCCT-EDIC		DCCT-EDIC	GWAS only	
D	1		EAC		EAC	GWAS only	
D	1		Other sCJD cases		Other sCJD cases	GWAS only	
D	1		HRBC		HRBC	GWAS only	
D	1		German controls		German controls	GWAS only	
D	1		Italian controls		Italian controls	GWAS only	
D	1		SerGenCovid-19		SerGenCovid-19	GWAS only	
D	1		TPD		TPD	GWAS only	
D	1		EBB		EBB	GWAS only	
D	1		CALGB 40502		CALGB 40502	GWAS only (candidate COHO:0000022 Cancer and Leukemia Group B)	
D	1		ASKLEPIOS		ASKLEPIOS	GWAS only	
D	1		CORNET		CORNET	GWAS only	
D	1		PCL WP4b		PCL WP4b	GWAS only	
D	1		GHS-I		GHS-I	GWAS only	
E	0	AmBCD	Amsterdam Born Children and their Development	ABCD		PGS	
E	0	Samsung	Samsung Medical Center	SMC		PGS	
E	0	TRS	The Raine Study	Raine Study		PGS	
E	0	Helix_Exome	Helix Exome+ COVID-19 Phenotypes	Helix		PGS	
E	0	100-plus	100-plus Study of cognitively healthy centenarians			PGS	
E	0	2SISTER	The Two Sister Study			PGS	
E	0	A2A	The Women's Health Study: From Adolescence to Adulthood			PGS	
E	0	AABCG	African Ancestry Breast Cancer Genetic consortium			PGS	
E	0	AAGC	Australian Asthma Genetics Consortium			PGS	
E	0	Aalborg	Aalborg University Hospital blood bank			PGS	
E	0	Aarhus	Aarhus			PGS	
E	0	AAS	African American Study			PGS	
E	0	ABCS	Amsterdam Breast Cancer Study			PGS	
E	0	ABCS-F	Amsterdam Breast Cancer Study - Familial			PGS	
E	0	ABCTB	Australian Breast Cancer Tissue Bank			PGS	
E	0	ABDC	Anonymous Blood Donor Cohort			PGS	
E	0	ABIL	Australian Imaging, Biomarker & Lifestyle Flagship Study of Ageing			PGS	
E	0	ABP	Adelaide Blood Pools			PGS	
E	0	AC	Aneurysm Consortium AAA GWAS dataset			PGS	
E	0	ACC	Autism CaseControl cohort			PGS	
E	0	ACCORD	Action to Control Cardiovascular Risk in Diabetes			PGS	
E	0	ACCT	Anglo Cardiff Collaborative Trial			PGS	
E	0	ACG	Alcoholic Cirrhosis GWAS			PGS	
E	0	ACPRC	Age and Cognitive Performance Research Cohort			PGS	
E	0	ACS_c	American Cancer Society Prevention Study			PGS	
E	0	ACSGH	Affective Center at St Goran Hospital, Stockholm			PGS	
E	0	ACTS	ACTS			PGS	
E	0	ACUCH	Amyloidosis Center at University Clinic Heidelberg			PGS	
E	0	ADCC	Alzheimer’s Disease Cardiff Cohort			PGS	
E	0	ADDITION	ADDITION study			PGS	
E	0	ADELAHYDE	ADELAHYDE/Nancy/ERA-France			PGS	
E	0	ADGE	Alcohol Dependence GWAS in European- and African Americans			PGS	
E	0	ADHD	Attention-deficit Hyperactivity Disorder			PGS	
E	0	ADVANCE_TRIAL	Action in Diabetes and Vascular disease: Preterax and Diamicron-MR Controlled Evaluation			PGS	
E	0	AEB	Aneurysm Express Biobank Study			PGS	
E	0	AFLMU	Atrial Fibrillation Biobank Ludwig Maximilian University Study			PGS	
E	0	AFNET	German Competence Network for Atrial Fibrillation			PGS	
E	0	AFTER_EU	AFTER (EURAGEDIC) European Rational Approach for the Genetics of Diabetic Complications	AFTER EU		PGS	
E	0	AG	Ambry Genetics			PGS	
E	0	AGENT2D	Asian Genetic Epidemiology Network Type 2 Diabetes Consortium			PGS	
E	0	AGP	Autism Genome Project			PGS	
E	0	AGRE	Autism Genetic Resource Exchange			PGS	
E	0	AGS	San Francisco Bay Area Adult Glioma Study			PGS	
E	0	Aichi	Aichi Study			PGS	
E	0	Aichi_Con	Asian Consortium, Colorectal Cancer Aichi			PGS	
E	0	AITD	AITD Autoimmune thyroid disease			PGS	
E	0	AMBER	The African American Breast Cancer Epidemiology and Risk consortium			PGS	
E	0	AMI	Acute Myocardial Infarction Gene Study/Dortmund Health Study			PGS	
E	0	Amsterdam	University of Amsterdam			PGS	
E	0	Amsterdam_UMC_COVID_study_group	Amsterdam UMC COVID study group			PGS	
E	0	ANECS	Australian National Endometrial Cancer Study			PGS	
E	0	Angio-Lueb	Luebeck Angiographic Study			PGS	
E	0	ANZgene	The Australia and New Zealand Multiple Sclerosis Genetics Conortium			PGS	
E	0	ANZRAG	Australian & New Zealand Registry of Advanced Glaucoma			PGS	
E	0	AOTT	Alberta Ovarian Tumor Types study			PGS	
E	0	APCB	Australian Prostate Cancer BioResource			PGS	
E	0	APOSS	Aberdeen Prospective Osteoporosis Screening Study			PGS	
E	0	ARCGSES	Alcohol Related Cancers and Genetic Susceptibility in Europe Study			PGS	
E	0	ARCTIC	Assessment of Risk in Colorectal Tumors In Canada			PGS	
E	0	ARISTOTLE	Apixaban for the Prevention of Stroke in Subjects With Atrial Fibrillation			PGS	
E	0	AROS	Aarhus Osteoporosis Study			PGS	
E	0	ARREST	AmsteRdam REsuscitation STudies			PGS	
E	0	ART	Alzheimers Research Trust			PGS	
E	0	ASHRAM	Arsenic Health Risk Assessment and Molecular Epidemiology			PGS	
E	0	ASPIS	Athens Study of Psychosis Proneness and Incidence of Schizophrenia			PGS	
E	0	ATES	Australian Twin Eye study			PGS	
E	0	Atherogene	Atherogene Registry			PGS	
E	0	AtheroRemo	AtheroRemo	AtheroRemo 1, AtheroRemo 2		PGS	
E	0	AtheroRemo 1	AtheroRemo 1			PGS	
E	0	AtheroRemo 2	AtheroRemo 2			PGS	
E	0	ATM	Australia ATM			PGS	
E	0	AUGOSA	Asthma UK Genetics of Severe Asthma			PGS	
E	0	AUMC	Amsterdam UMC			PGS	
E	0	AUMC_DCM	Amsterdam UMC dilated cardiomyopathy GWAS cohort			PGS	
E	0	AusDiane	Austrian Diabetic Nephropathy Study			PGS	
E	0	AUSTWIN	Australian Twin-Family Studies			PGS	
E	0	BACCS	Bipolar Affective Case Control Study			PGS	
E	0	BannerHealth	Banner Health study			PGS	
E	0	BARCODE1	BARCODE1			PGS	
E	0	BayerScheringPharma	BayerScheringPharma			PGS	
E	0	BBC	Berlin Birth Cohort			PGS	
E	0	BBCS	British Breast Cancer Study			PGS	
E	0	BBM	Broad Bayer Munich			PGS	
E	0	BBofA	Biobank of the Americas			PGS	
E	0	BC	BC			PGS	
E	0	BCCA	British Columbia Non-Hodgkin Lymphoma Study			PGS	
E	0	BCCR	Breast Cancer Collaborative Registry			PGS	
E	0	BCFH	The British Columbia Familial Hypercholesterolemia cohort			PGS	
E	0	BCFR	Breast Cancer Family Registry			PGS	
E	0	BCFR-AU	Breast Cancer Family Registry Australia			PGS	
E	0	BCFR-CA	Breast Cancer Family Registry Canada			PGS	
E	0	BCFR-NCA	Breast Cancer Family Registry California			PGS	
E	0	BCFR-NY	New York Breast Cancer Family Registry			PGS	
E	0	BCFR-ONT	Breast Cancer Familial Registry Ontario			PGS	
E	0	BCFR-PA	Philadelphia Breast Cancer Family Registry			PGS	
E	0	BCFR-UT	Utah site of the Breast Cancer Family Registry			PGS	
E	0	BCFR-UTAH	Utah Breast Cancer Family Registry			PGS	
E	0	BCG	Barry Caerphilly Growth Study			PGS	
E	0	BCINIS	Breast Cancer In Northern Israel Study			PGS	
E	0	BCST	Breast Cancer Study in Taiwan			PGS	
E	0	BCX	Blood-Cell Consortium			PGS	
E	0	BD	Belgian Donors			PGS	
E	0	BDRN	Bipolar Disorder Research Network			PGS	
E	0	BECS	Bavarian Endometrial Cancer Cases and Controls Study			PGS	
E	0	BELFAS	Belfast Elderly Longitudinal Free-living Ageing Study			PGS	
E	0	Belgium_AD	Flanders-Belgian study cohort			PGS	
E	0	BEOCOPD	Boston Early-Onset COPD Study			PGS	
E	0	BEST	Bangladesh Vitamin E and Selenium Trial			PGS	
E	0	BEST_Florida	The Black Women: Etiology and Survival of Triple-Negative Breast Cancers (BEST) Study			PGS	
E	0	BFBOCC	Baltic Familial Breast and Ovarian Cancer Consortium			PGS	
E	0	BfDR	BfDR			PGS	
E	0	BFS	Bipolar Family Study			PGS	
E	0	BGWAS	Beijing genome-wide association studies			PGS	
E	0	BHF-FHS	British Heart Foundation Family Heart Study			PGS	
E	0	BIAS	Brazilian Immunogenetics of Asthma and Schistosomiasis			PGS	
E	0	BICWALZS	Biobank Innovation for Chronic Cerebrovascular Disease With Alzheimer’s Disease Study			PGS	
E	0	BIDMC	BIDMC			PGS	
