tier	gwas studies	PGS id	name	other names	GWAS tags	source	note
C	13	CROATIA-SPLIT	CROATIA-Split Study		CROATIA-SPLIT	PGS + GWAS	
C	13	CROATIA-VIS	Vis Island Study (Croatia)		CROATIA-VIS	PGS + GWAS	
C	13	EGEA	Epidemiological study of Genetics and Environment of Asthma		EGEA	PGS + GWAS	
C	13	ESTHER	Epidemiological investigations on chances of preventing, recognizing early and optimally treating chronic diseases in an elderly population / Epidemiologische Studie zu Chancen der Verhütung, Früherkennung und optimierten Therapie chronischer Erkrankungen in der älteren Bevölkerung, Verlauf der diagnotischen Abklärung bei Krebspatienten	Epidemiological investigations of the chances of preventing, recognizing early and optimally treating chronic diseases in an elderly population (ESTHER_ELDERLY), Epidemiologische Studie zu Chancen der Verhütung, Früherkennung und optimierten Therapie chronischer Erkrankungen in der älteren Bevölkerung, Verlauf der diagnotischen Abklärung bei Krebspatienten (ESTHER-VERDI)	ESTHER	PGS + GWAS	
C	13	GH70	Gothenburg H70 Birth Cohort Studies and Clinical AD		GH70	PGS + GWAS	
C	13	NC-BCFR	Northern California Breast Cancer Family Registry		NC-BCFR	PGS + GWAS	
C	13	NIA-LOAD	National Institute on Aging - Late Onset Alzheimers Disease		NIA-LOAD	PGS + GWAS	
C	13	NOMAS	Northern Manhattan Study		NOMAS	PGS + GWAS	
C	13	POFC	Pittsburgh Orofacial Cleft		POFC	PGS + GWAS	
C	13	WASHU	University of Washington		WASHU	PGS + GWAS	
C	12	AGDS	Australian Genetics of Depression Study		AGDS	PGS + GWAS	
C	12	ARIES	Accessible Resource for Integrated Epigenomic Studies		ARIES	PGS + GWAS	
C	12	Bellygenes	the Bellygenes initiative		Bellygenes	PGS + GWAS	
C	12	CERA	Cohort for Efficiencies in Research Administration		CERA	PGS + GWAS	
C	12	CIBMTR-NMDP	Center for International Blood and Marrow Transplant Research - National Marrow Donor Program Research Sample Repository		CIBMTR-NMDP	PGS + GWAS	
C	12	DIGPD	Drug Interaction with Genes in Parkinson's disease		DIGPD	PGS + GWAS	
C	12	Duke_GKD	Duke Genetics of Kidney Disease		Duke_GKD	PGS + GWAS	
C	12	EUGENDA	EUGENDA		EUGENDA	PGS + GWAS	
C	12	FAMILY	Family Atherosclerosis Monitoring In earLY life study		FAMILY	PGS + GWAS	
C	12	FUSION	Finland-United States Investigation of Non-Insulin-Dependent Diabetes Mellitus Genetics		FUSION	PGS + GWAS	
C	12	GEM_Ginkgo	Ginkgo Evaluation of Memory (GEM) study		GEM_Ginkgo	PGS + GWAS	
C	12	GUB	Genito-Urinary BioBank	gub1, gub2	GUB	PGS + GWAS	
C	12	HISAYAMA	The Hisayama study		HISAYAMA	PGS + GWAS	
C	12	IGAP	International Genomics of Alzheimer's Project		IGAP	PGS + GWAS	
C	12	LEI	Lions Eye Institute		LEI	PGS + GWAS	
C	12	MACAD	Mexican American Study of Coronary Artery Disease		MACAD	PGS + GWAS	
C	12	METASTROKE	METASTROKE		METASTROKE	PGS + GWAS	
C	12	MoVIES	Monongahela Valley Independent Elders Survey		MoVIES	PGS + GWAS	
C	12	PREDO	The Prediction and Prevention of Preeclampsia and Intrauterine Growth Restriction study		PREDO	PGS + GWAS	
C	12	RACE	Risk Assessment of Cerebrovascular Events Study, Pakistan		RACE	PGS + GWAS	
C	12	REGARDS	Reasons for Geographic and Racial Differences in Stroke		REGARDS	PGS + GWAS	
C	12	SELECT	Selenium and Vitamin E Cancer Prevention Trial		SELECT	PGS + GWAS	
C	12	SIFAP	Stroke In Young Fabry Patients		SIFAP	PGS + GWAS	
C	12	SpiroMeta	SpiroMeta consortium		SpiroMeta	PGS + GWAS	
C	12	Toronto	Toronto		Toronto	PGS + GWAS	
C	12	UBonn	Ubon-sepsis cohort		Ubonn	PGS + GWAS	
C	12	WLS	The Wisconsin Longitudinal Study		WLS	PGS + GWAS	
C	12		GTP		GTP	GWAS only	
C	12		FinnTwin		FinnTwin	GWAS only	
C	12		Croatia		Croatia	GWAS only (candidate COHO:0000047 CROATIA-Korcula Study)	
C	12		LBC36		LBC36	GWAS only	
C	12		NAAC		NAAC	GWAS only	
C	12		LBC21		LBC21	GWAS only	
C	11	Add Health	National Longitudinal Study of Adolescent to Adult Health	AddHealth	Add Health; AddHealth	PGS + GWAS	
C	11	BCBL	Brain and Language cohort		BCBL	PGS + GWAS	
C	11	BOTS	Botnia Study		BOTS	PGS + GWAS	
C	11	CLDRC	Colorado Learning Disabilities Research Centre		CLDRC	PGS + GWAS	
C	11	DIAGEN	Diabetes Genetics		DIAGEN	PGS + GWAS	
C	11	ECLIPSE	Evaluation of COPD Longitudinally to Identify Predictive Surrogate End-points		ECLIPSE	PGS + GWAS	
C	11	ELVS	The Early Language in Victoria Study		ELVS	PGS + GWAS	
C	11	GECCO	Genetics and Epidemiology of Colorectal Cancer Consortium		GECCO	PGS + GWAS	
C	11	GINIplus	The German Infant Study on the Influence of Nutrition Intervention plus Air pollution and Genetics on Allergy Development		GINIplus	PGS + GWAS	
C	11	GOOD	Gothenburg Osteoporosis and Obesity Determinants study		GOOD	PGS + GWAS	
C	11	GOYA	Genetics of Overweight Young Adults		GOYA	PGS + GWAS	
C	11	ICBP	International Consortium for Blood Pressure Genome-wide Association Studies		ICBP	PGS + GWAS	
C	11	Iowa	Iowa		Iowa	PGS + GWAS	
C	11	K-ROAD	Korea-Registries to Overcome and Accelerate Dementia research project		K-ROAD	PGS + GWAS	
C	11	MayoGC	Mayo Genome Consortia		MayoGC	PGS + GWAS	
C	11	MEDIM	Migration and Ethnicity on Diabetes in Malmö		MEDIM	PGS + GWAS	
C	11	MIRIAD	Material and Information Resources for Inflammatory and Digestive Diseases Biobank		MIRIAD	PGS + GWAS	
C	11	NCI	National Cancer Institute		NCI	PGS + GWAS	
C	11	NIDDK_IBDGC	National Institute for Diabetes and Digestive and Kidney Diseases IBD Genetics Consortium		NIDDK_IBDGC	PGS + GWAS	
C	11	OHSU	Oregon Health Science University		OHSU	PGS + GWAS	
C	11	PAGES	Population-based Autism Genetics and Environment Study		PAGES	PGS + GWAS	
C	11	REDS	Recipient Epidemiology and Donor evaluation Study		REDS	PGS + GWAS	
C	11	RISK	Risk Stratification and Identification of Immunogenetic and Microbial Markers of Rapid Disease Progression in Children with Crohn's Disease		RISK	PGS + GWAS	
C	11	TARCC	The Texas Alzheimer’s Research and Care Consortium		TARCC	PGS + GWAS	
C	11		York		York	GWAS only	
C	11		SHARE-IBD		SHARE-IBD	GWAS only	
C	10	Changfeng	Shanghai Changfeng Study		Changfeng	PGS + GWAS	
C	10	COGEND	Collaborative Genetic Study of Nicotine Dependence		COGEND	PGS + GWAS	
C	10	EPIDG	Epidemiology of Diabetes and Gestational Diabetes cohort		EPIDG	PGS + GWAS	
C	10	FIND	The Family Investigation of Nephropathy and Diabetes		FIND	PGS + GWAS	
C	10	genomicc	GenOMICC (Genetics Of Mortality in Critical Care)		GenOMICC; genomicc	PGS + GWAS	
C	10	iCOGS	iCOGS		iCOGS	PGS + GWAS	
C	10	KCCS	Kentucky Case-Control Study		KCCS	PGS + GWAS	
C	10	LALES	Los Angeles Latino Eye Study		Los Angeles Latino Eye Study	PGS + GWAS	
C	10	MHS	Mexican Hypertriglyceride Study		MHS	PGS + GWAS	
C	10	SFBCS	San Francisco Bay Area Breast Cancer Study		SFBCS	PGS + GWAS	
C	10	SIGMA	Slim Initiative in Genomic Medicine for the Americas		SIGMA	PGS + GWAS	
C	10	STARR COUNTY	Starr County Health Studies		STARR COUNTY	PGS + GWAS	
C	10	T2D SIGMA Studies	SIGMA Type 2 Diabetes Consortium		T2D SIGMA Studies	PGS + GWAS	
C	10	UHU	University Hospital, Uppsala		UHU	PGS + GWAS	
C	10		Mexico City 2		Mexico City 2	GWAS only	
C	10		Mexico City 1		Mexico City 1	GWAS only	
C	10		1982 Pelotas (Brazil) Birth Cohort Study		1982 Pelotas (Brazil) Birth Cohort Study	GWAS only (candidate COHO:0000019 Brazilian Cohort)	
C	9	AHS	Agricultural Health Study		AHS	PGS + GWAS	
C	9	AncestryDNA	AncestryDNA		AncestryDNA	PGS + GWAS	
C	9	ANDIS	All New Diabetics In Scania		ANDIS	PGS + GWAS	
C	9	BATS	Brisbane Adolescent Twins Study		BATS	PGS + GWAS	
C	9	BLTS	Brisbane Longitudinal Twin Study		BLTS	PGS + GWAS	
C	9	Bonn	Department of Psychiatry, University of Bonn		Bonn	PGS + GWAS	
C	9	CARDIoGRAM	Coronary ARtery DIsease Genome-wide Replication And Meta-analysis		CARDIoGRAM	PGS + GWAS	
C	9	CNICS	Centers for AIDS Research (CFAR) Network of Integrated Clinical Systems		CNICS	PGS + GWAS	
C	9	DCCT	Diabetes Control and Complication Trial		DCCT	PGS + GWAS	
C	9	DNBC	Danish National Birth Cohort		DNBC	PGS + GWAS	
C	9	EAGLE	Environment and Genetics in Lung Cancer Etiology Study		EAGLE	PGS + GWAS	
C	9	EDIC	Epidemiology of Diabetes Interventions and Complications		EDIC	PGS + GWAS	
C	9	ELLIPSE	Prostate		ELLIPSE	PGS + GWAS	
C	9	Finland	Finland		FINLAND; Finland	PGS + GWAS	
C	9	GENCOVID	GEN-COVID, reCOVID		GENCOVID	PGS + GWAS	
C	9	Hawaiian_Colo2&3	Hawaiian Colorectal Cancer Studies 2&3	Hawaiian Colo2&3	Hawaiian_Colo2&3	PGS + GWAS	
C	9	HNR	Heinz Nixdorf Recall Study		HNR	PGS + GWAS	
C	9	INHALE	INHALE		INHALE	PGS + GWAS	
C	9	MDC-CC	Malmo Diet and Cancer Study - Cardiovascular Cohort		MDC-CC	PGS + GWAS	
C	9	MiaLAtinX	MiaLAtinX Consortium		MiaLAtinX	PGS + GWAS	
C	9	MSH	Mount Sinai Hospital		MSH	PGS + GWAS	
C	9	NFBC1986	Northern Finland Birth Cohort 1986		NFBC1986	PGS + GWAS	
C	9	RHS	Ragama Health Study		RHS	PGS + GWAS	
C	9	SCES	Singapore Chinese Eyes Study		SCES	PGS + GWAS	
C	9	SINDI	Singapore Indian Eye Study		SINDI	PGS + GWAS	
C	9	SNUH	Seoul National University Hospital		SNUH	PGS + GWAS	
C	9	TaiChi	TaiChi consortium		TAICHI; TaiChi	PGS + GWAS	
C	9	USC	University of Southern California		USC	PGS + GWAS	
C	9		UK Dyslexia		UK Dyslexia	GWAS only	
C	8	AAPC	African Ancestry Prostate Cancer Consortium		AAPC	PGS + GWAS	
C	8	BPPP	Botnia Prevalence, Prediction and Prevention of Diabetes study		BPPP	PGS + GWAS	
C	8	CleftCollective	The Cleft Collective		CleftCollective	PGS + GWAS	
C	8	COG	Childrens Oncology Group 9906 study		COG	PGS + GWAS	
C	8	COGA	The Collaborative Study on the Genetics of Alcoholism		COGA	PGS + GWAS	
C	8	CORECT	The Colorectal Transdisciplinary Study		CORECT	PGS + GWAS	
C	8	DAHANCA	Danish Head and Neck cancer Study Group		DAHANCA	PGS + GWAS	
C	8	discovEHR	discovEHR collaboration cohort from MyCode Community Health Initiative of the Geisinger Health System		DiscovEHR; discovEHR	PGS + GWAS	
C	8	EIMS	Epidemiological Investigation of Multiple Sclerosis		EIMS	PGS + GWAS	
C	8	EUGENE2	European network on Functional Genomics of Type 2 Diabetes		EUGENE2	PGS + GWAS	
C	8	GENADA	Genotype Phenotype Associations in Alzheimers Disease		GENADA; GenADA	PGS + GWAS	
C	8	GMC	Geisinger Medical Center		GMC	PGS + GWAS	
C	8	HERPACC	Hospital-based Epidemiologic Research Program at Aichi Cancer Center		HERPACC	PGS + GWAS	
C	8	JPHC	Japan Public Health Center Study		JPHC	PGS + GWAS	
C	8	MEGASTROKE	MEGASTROKE		MEGASTROKE	PGS + GWAS	
C	8	MEMENTO	MEMENTO		MEMENTO	PGS + GWAS	
C	8	MIAMISR	Miami Stroke Registry and Biorepository		MIAMISR	PGS + GWAS	
C	8	MPP	Malmö Preventive Project		MPP	PGS + GWAS	
C	8	NCI_Lung	NCI Lung Cancer in African Americans GWAS Consortium		NCI_Lung	PGS + GWAS	
C	8	NeuroDys	NeuroDys Cohort		NeuroDys	PGS + GWAS	
C	8	NHAPC	Nutrition and Health of Aging Population in China		NHAPC	PGS + GWAS	
C	8	Nugene	NUgene (Northwestern University)		NUGENE; Nugene	PGS + GWAS	
C	8	RADIOGEN	RADIOGEN cohort		RADIOGEN	PGS + GWAS	
C	8	ROS	Religious Orders Study		ROS	PGS + GWAS	
C	8	SAGE	Study of Addiction: Genetics and Environment		SAGE	PGS + GWAS	
C	8	SBCS	Shanghai Breast Cancer Study		SBCS	PGS + GWAS	
C	8	SIMES	Singapore Malay Eye Study		SIMES; SiMES	PGS + GWAS	
C	8	SpBCS	Spanish Bladder Cancer Study		SpBCS	PGS + GWAS	
C	8	SZ-MONN-NIPT	Shenzhen Maternal and Neonatal NIPT cohort		SZ-MONN-NIPT	PGS + GWAS	
C	8	TGEN	Translational Genomics Research Institute		TGEN	PGS + GWAS	
C	8	TRICL	Transdisciplinary Research In Cancer of the Lung (TRICL) Research Team		TRICL	PGS + GWAS	
C	8	UKMillennium	UK Millennium Cohort Study	MCS	UKMillennium	PGS + GWAS	
C	8	UMCG	University Medical Center Groningen		UMCG	PGS + GWAS	
C	8	UPITT	Cancer Family Registry, University of Pittsburg		UPITT	PGS + GWAS	
C	8	VMAP	Vanderbilt Memory and Aging Project		VMAP	PGS + GWAS	
C	8	walk_PHaSST	Treatment of Pulmonary Hypertension and Sickle Cell Disease with Sildenafil Therapy		walk_PHaSST	PGS + GWAS	
C	8	WESDR	Wisconsin Epidemiologic Study of Diabetic Retinopathy		WESDR	PGS + GWAS	
C	8	WHICAP	Washington Heights-Inwood Columbia Aging Project		WHICAP	PGS + GWAS	
C	8		ASN		ASN	GWAS only	
C	8		MAP		MAP	GWAS only	
C	8		Nagahama		Nagahama	GWAS only	
C	8		SSGAC		SSGAC	GWAS only	
C	7	3C	Three City Study		3C	PGS + GWAS	
C	7	ASTERISK	Association Study Evaluating Risk for Sporadic Colorectal Cancer		ASTERISK	PGS + GWAS	
C	7	ASTON	The Aston Cohort		ASTON	PGS + GWAS	
C	7	BBCS_b	Brescia Bladder Cancer Study		BBCS_b	PGS + GWAS	
C	7	BES	Beijing Eye Study		BES	PGS + GWAS	
C	7	BIOCARD	Biomarkers for Older Controls at Risk for Dementia		BIOCARD	PGS + GWAS	
C	7	CeRePP	French Prostate Cancer Case-Control Study		CeRePP	PGS + GWAS	
C	7	COPSAC2010	Copenhagen Prospective Studies on Asthma in Childhood 2010		COPSAC2010	PGS + GWAS	
C	7	COSM	Cohort of Swedish Men		COSM	PGS + GWAS	
C	7	CRCCS	Czech Republic Colorectal Cancer Study		CRCCS	PGS + GWAS	
C	7	EDITH	Etude des D_terminants/Interaction de la THrombose veineuse		EDITH	PGS + GWAS	
C	7	ERICA-SA	Evolving Risk Factors for Cancer in African populations study		ERICA-SA	PGS + GWAS	
C	7	FrBCS	French Bladder Cancer Study		FrBCS	PGS + GWAS	
C	7	FTCS	Familial Testicular Cancer Study		FTCS	PGS + GWAS	
C	7	GEFOS	Genetic Factors for Osteoporosis Consortium		GEFOS	PGS + GWAS	
C	7	HELIX	Human Early Life Exposome		HELIX; Helix	PGS + GWAS	
C	7	INVENT	International Network Against Venous Thrombosis Consortium		INVENT	PGS + GWAS	
C	7	LABCS	Los Angeles Bladder Cancer Study		LABCS	PGS + GWAS	
C	7	LISA	Lifestyle Immune System Allergy study		LISA	PGS + GWAS	
C	7	Mayo_VTE	Mayo Venous Thromboembolism Study	Mayo VTE	Mayo_VTE	PGS + GWAS	
C	7	MCC-Spain	Multi-case Control Study, Spain		MCC-Spain	PGS + GWAS	
C	7	MICROS	Micro-isolates in South Tyrol Study		MICROS	PGS + GWAS	
C	7	MrOS-SWE	Osteoporotic Fractures in Men Study SWE		MrOS-SWE	PGS + GWAS	
C	7	NEBCS	New England Bladder Cancer Study		NEBCS	PGS + GWAS	
C	7	NINDS	National Institute of Neurological Disease and Stroke		NINDS	PGS + GWAS	
C	7	NPDPSC	National Prion Disease Pathology Surveillance Center		NPDPSC	PGS + GWAS	
C	7	OMG_SCD	Outcome Modifying Genes in Sickle Cell Disease		OMG_SCD	PGS + GWAS	
C	7	OPDC	Oxford Parkinson's Disease Centre Discovery Cohort		OPDC	PGS + GWAS	
C	7	OZ-ALC-NAG	Australian Alcohol and Nicotine Studies		OZALC-NAG	PGS + GWAS	
C	7	PDBP	Parkinson's Disease Biomarkers Program		PDBP	PGS + GWAS	
C	7	PGR	Pakistan Genomic Resource		PGR	PGS + GWAS	
C	7	PNAT2	Pharmacogenetics of Nicotine Addiction Treatment (PNAT)-2 clinical trial		PNAT2	PGS + GWAS	
C	7	RETROVE	Riesgo de Enfermedad TROmboembólica VEnosa		RETROVE	PGS + GWAS	
C	7	REVERSE-I	Recurrent Venous Thromboembolism Risk Stratification Evaluation		REVERSE-I	PGS + GWAS	
C	7	SFS	STANISLAS Family Study		SFS	PGS + GWAS	
C	7	SHS	Strong Heart Study		SHS	PGS + GWAS	
C	7	SLESS	SLESS		SLESS	PGS + GWAS	
C	7	SLIC	SLI Consortium Cohort		SLIC	PGS + GWAS	
C	7	STEED	The US Servicemen's Testicular Tumor Environmental and Endocrine Determinants Study		STEED	PGS + GWAS	
C	7	Tromso	The Tromso Study		Tromso	PGS + GWAS	
C	7	TXBCS	Texas Bladder Cancer Study		TXBCS	PGS + GWAS	
C	6	ABCC	Asia Breast Cancer Consortium		ABCC	PGS + GWAS	
C	6	AFGen	AFGen Consortium		AFGen	PGS + GWAS	
C	6	ASPREE	The ASPirin in Reducing Events in the Elderly trial		ASPREE	PGS + GWAS	
C	6	ASPS	Austrian Stroke Prevention Study		ASPS	PGS + GWAS	
C	6	B-PROOF	B-vitamins for the prevention of osteoporotic fractures		B-PROOF; BPROOF	PGS + GWAS	
C	6	CanPath	Canadian Partnership for Tomorrow's Health		CanPath	PGS + GWAS	
C	6	CLUE	Give Us a Clue to Cancer and Heart Disease Study		CLUE	PGS + GWAS	
C	6	DeCOI	German COVID-19 Omics Initiative		DeCOI	PGS + GWAS	
C	6	EU-RLS GENE	EU-RLS GENE		EU-RLS-GENE	PGS + GWAS	
C	6	Fiola	Familial Influences On Literacy Abilities		Fiola	PGS + GWAS	
C	6	FLCCA	the Female Lung Cancer Consortium in Asia		FLCCA	PGS + GWAS	
C	6	GlobalGout	GlobalGout Genetics Consortium		GlobalGout	PGS + GWAS	
C	6	GUSTO	Growing Up in Singapore Towards healthy Outcomes (GUSTO) mother-offspring cohort		GUSTO	PGS + GWAS	
C	6	HAS	Hawaiian Adenoma Study		HAS	PGS + GWAS	
C	6	HFPGR	Henry Ford Heart Failure Pharmacogenomic Registry		HFPGR	PGS + GWAS	
C	6	HS ProCARE	Hidradenitis Suppurativa Program for Research and Care Excellence		HS ProCARE	PGS + GWAS	
C	6	IARC	International Agency for Research on Cancer Study		IARC	PGS + GWAS	
C	6	IDEFICS	Identification and prevention of Dietary- and lifestyle-induced health EFfects In Children and infantS		IDEFICS	PGS + GWAS	
C	6	IRAS	The Insulin Resistance Atherosclerosis Study	the insulin resistance atherosclerosis study family study (irasfs)	IRAS	PGS + GWAS	
C	6	Marshfield	Marshfield Clinic		Marshfield	PGS + GWAS	
C	6	MDACC	MD Anderson Cancer Center		MDACC	PGS + GWAS	
C	6	NCGG	National Center for Geriatrics and Gerontology		NCGG	PGS + GWAS	
C	6	nuMoM2b	Nulliparous Pregnancy Outcomes Study: Monitoring Mothers-to-Be		nuMoM2b	PGS + GWAS	
C	6	PITT_ADRC	Pittsburgh Alzheimer Disease Research Center		PITT_ADRC	PGS + GWAS	
C	6	PNC	Philadelphia Neurodevelopmental Cohort		PNC	PGS + GWAS	
C	6	ProHealth	ProHealth Study		ProHealth	PGS + GWAS	
C	6	RGC	Radiogenomics Consortium		RGC	PGS + GWAS	
C	6	SEARCH	Study of Epidemiology and Risk Factors in Cancer Heredity		SEARCH	PGS + GWAS	
C	6	SRQRB	Swedish Rheumatology Quality Register Biobank		SRQRB	PGS + GWAS	
C	6	Sweden	Sweden		Sweden	PGS + GWAS	
C	6	TSHA	The Toledo Study for Healthy Aging Study		TSHA	PGS + GWAS	
C	6	TWT2D	Taiwan Type 2 Diabetes Consortium		TWT2D	PGS + GWAS	
C	6	UCSF	University of California, San Francisco		UCSF	PGS + GWAS	
C	6		UKBB White British		UKBB White British	GWAS only	
C	6		BASE-II		BASE-II	GWAS only	
C	6		RSII		RSII	GWAS only	
C	6		ROSMAP 1		ROSMAP 1	GWAS only	
C	6		MrOS Malmo		MrOS Malmo	GWAS only	
C	6		Tohoku Medical Megabank Project		Tohoku Medical Megabank Project	GWAS only (candidate COHO:0000122 Multiple Environmental and Genetic Assessment of Risk Factors for Venous Thrombosis)	
C	6		LASA II		LASA II	GWAS only	
C	6		LASA I		LASA I	GWAS only	
C	6		FinnGeDi		FinnGeDi	GWAS only	
C	6		MrOS Gothenburg		MrOS Gothenburg	GWAS only	
C	6		ROSMAP 2		ROSMAP 2	GWAS only	
C	5	AAAGC	African Ancestry Anthropometry Genetics		AAAGC	PGS + GWAS	
C	5	AMP PD	Accelerating Medicines Partnership–Parkinson’s Disease		AMP PD	PGS + GWAS	
C	5	Apulia	Salus in Apulia study		Apulia	PGS + GWAS	
C	5	BAS	Beijing Atherosclerosis Study		BAS	PGS + GWAS	
C	5	BIONIC	Biobanks Netherlands Internet Collaboration		BIONIC	PGS + GWAS	
C	5	BMDCS	Bone Mineral Density in Childhood Study		BMDCS	PGS + GWAS	
C	5	CBCS	Carolina Breast Cancer Study		CBCS	PGS + GWAS	
C	5	CBR	Cambridge BioResource		CBR	PGS + GWAS	
C	5	CIMBA	Consortium of Investigators of Modifiers of BRCA1/2		CIMBA	PGS + GWAS	
C	5	CNIO	Spanish National Cancer Centre		CNIO	PGS + GWAS	
C	5	CRC	Cardiometabolic Risk in Chinese		CRC	PGS + GWAS	
C	5	CREAM	Consortium for Refractive Error and Myopia		CREAM	PGS + GWAS	
C	5	Doetinchem	Doetinchem Cohort Study		Doetinchem	PGS + GWAS	
C	5	GALA_II	Genes- Environments & Admixture in Latino Americans study		GALA II; GALA_II	PGS + GWAS	
C	5	Gecko Drenthe	The Groningen Expert Center for Kids with Obesity Drenthe study		GECKO Drenthe	PGS + GWAS	
C	5	GEnMS	Genes and Environment in Multiple Sclerosis		GEnMS	PGS + GWAS	
C	5	GSH	Georgia Stress and Heart study		GSH	PGS + GWAS	
C	5	HAALSI	Health and Aging in Africa: A Longitudinal Study of an INDEPTH Community in South Africa		HAALSI	PGS + GWAS	
C	5	Health2006	Health2006 Study		Health2006	PGS + GWAS	
C	5	HeiDE	Heidelberger Langzeitstudie zu Risikofaktoren und Diagnose chronischer Erkrankungen		HeiDE	PGS + GWAS	
C	5	HERMES	HERMES Consortium		HERMES	PGS + GWAS	
C	5	IGGC	International Glaucoma Genetics Consortium		IGGC	PGS + GWAS	
C	5	IHIVCS	International HIV Controllers Study		IHIVCS	PGS + GWAS	
C	5	IMSE	Immunomodulation and Multiple Sclerosis Epidemiology study		IMSE	PGS + GWAS	
C	5	IPDGC	International Parkinson Disease Genomics Consortium		IPDGC	PGS + GWAS	
C	5	JPDSC	Japan PGx Data Science Consortium		JPDSC	PGS + GWAS	
C	5	JUPITER	Justification for the Use of Statins in Primary Prevention: An Intervention Trial Evaluating Rosuvastatin		JUPITER; Jupiter	PGS + GWAS	
C	5	KOALA	KOALA Birth Cohort Study		KOALA	PGS + GWAS	
C	5	LISAplus	Lifestyle-Immune System-Allergy Plus Environment and Genetics Study	Influence of Life-style factors on Development of the Immune System and Allergies in East and West Germany plus Air Pollution and Genetics on Allergy Development	LISAplus	PGS + GWAS	
C	5	MCBCS	Mayo Clinic Breast Cancer Study		MCBCS	PGS + GWAS	
C	5	Michigan	University of Michigan study		Michigan	PGS + GWAS	
C	5	MMHS	MMHS		MMHS	PGS + GWAS	
C	5	NARAC	North American Rheumatoid Arthritis Consortium		NARAC	PGS + GWAS	
C	5	NBK	National Biobank of Korea		NBK	PGS + GWAS	
C	5	NSHDS	Northern Swedish Health and Disease Study Cohort		NSHDS	PGS + GWAS	
C	5	OFBCR	Ontario Familial Breast Cancer Registry		OFBCR	PGS + GWAS	
C	5	PADIS-PE	Prolonged Anticoagulation During eighteen months vs placebo after Initial Six-month treatment for a first episode of idiopathic Pulmonary Embolism		PADIS-PE	PGS + GWAS	
C	5	Partners	Partners study		Partners	PGS + GWAS	
C	5	PBCS	Polish Breast Cancer Study		PBCS	PGS + GWAS	
C	5	PROCAS	Breast Screening Programme (NHSBSP) in Greater Manchester		PROCAS	PGS + GWAS	
C	5	QTR_Qingdao	Qingdao Twin Registry	QTR	QTR_Qingdao	PGS + GWAS	
C	5	ReproGen	Reproductive Genetics Consortium		ReproGen	PGS + GWAS	
C	5	SASBAC	Singapore and Sweden Breast Cancer Study		SASBAC	PGS + GWAS	
C	5	SDCS	Singapore Diabetes Cohort Study		SDCS	PGS + GWAS	
C	5	SLRI	Samuel Lunenfeld Research Institute		SLRI	PGS + GWAS	
C	5	SNUBH	Seoul National University Bundang Hospital		SNUBH	PGS + GWAS	
C	5	TMM	Tohoku Medical Megabank Community-based Cohort Study		TMM	PGS + GWAS	
C	5	TRAILSCC	Tracking Adolescents Individual Lives Survey (TRAILS) Clinical Cohort		TRAILSCC	PGS + GWAS	
C	5	TUDR	Taiwan USA Diabetes Retinopathy		TUDR	PGS + GWAS	
C	5	UKBGS	UK Breakthrough Generations Study		UKBGS	PGS + GWAS	
C	5		GR@CE		GR@CE	GWAS only	
C	5		DiaGene		DiaGene	GWAS only	
D	4	AABC	African American Breast Cancer Cohort		AABC	PGS + GWAS	
D	4	AA-DHS	African American-Diabetes Heart Study		AA-DHS	PGS + GWAS	
D	4	AASC	Anti-Aging Study Cohort		AASC	PGS + GWAS	
D	4	ADNI-DOD	ADNI Department of Defense studies	ADNIDOD	ADNI-DOD	PGS + GWAS	
D	4	ANGI	Anorexia Nervosa Genetics Initiative		ANGI	PGS + GWAS	
D	4	Ashford	Ashford		Ashford	PGS + GWAS	
D	4	BetaGene	Observational study of obesity, insulin resistance and beta cell dysfunction in Mexican-Americans		BetaGene	PGS + GWAS	
D	4	Bio-SHiFT	Serial Biomarker Measurements and New Echocardiographic Techniques in chronic Heart Failure Patients Result in Tailored Prediction of Prognosis		Bio-SHiFT	PGS + GWAS	
D	4	BoSCO	Bonn Study of COVID19 genetics		BoSCO	PGS + GWAS	
D	4	BQC19	Biobanque Quebec COVID19		BQC19	PGS + GWAS	
D	4	CAMP	Childhood Asthma Management Program		CAMP	PGS + GWAS	
D	4	CCHMC	Better Outcomes for Children (Cincinnati Children’s Hospital Medical Center)		CCHMC	PGS + GWAS	
D	4	CNTR	Chinese National Twin Registry		CNTR	PGS + GWAS	
D	4	COGENT	Continental Origins and Genetic Epidemiology Network		COGENT	PGS + GWAS	
D	4	COHRA	Center for Oral Health Research in Appalachia		COHRA	PGS + GWAS	
D	4	DGI	Diabetes Genetics Initiative of Broad Institute of Harvard and MIT, Lund University, and Novartis Institutes of BioMedical Research		DGI	PGS + GWAS	
D	4	DIAMANTE	DIAbetes Meta-ANalysis Trans-Ethnic association studies		DIAMANTE	PGS + GWAS	
D	4	DRIVE	Discovery, Biology and Risk of Inherited Variants in Breast Cancer Consortium		DRIVE	PGS + GWAS	
D	4	EPIC_CAD	EPIC CAD	EPIC CAD	EPIC_CAD	PGS + GWAS	
D	4	FISSIC	Fangshan Family-Based Ischemic Stroke Study in China		FISSIC	PGS + GWAS	
D	4	FTLD-TDP WGS	FTLD-TDP WGS International consortium	Whole genome sequencing consortium on Frontotemporal dementia with underlying TDP-43 pathology	FTLD-TDP WGS	PGS + GWAS	
